Z  N   AME2020   Prediction   Difference
025 030 -57.713    -57.260     -0.453
025 031 -56.912    -56.685     -0.227
025 032 -57.486    -57.228     -0.258
025 033 -55.828    -55.576     -0.252
025 034 -55.525    -55.399     -0.126
025 035 -52.968    -52.774     -0.194
025 036 -51.742    -51.612     -0.130
025 037 -48.524    -48.174     -0.350
025 038 -46.887    -46.276     -0.611
025 039 -42.989    -41.868     -1.121
025 040 -40.967    -40.356     -0.611
025 041 -36.750    -36.491     -0.259
026 022 -18.009    -18.219      0.210
026 023 -24.751    -25.627      0.876
026 024 -34.476    -35.053      0.577
026 025 -40.189    -39.985     -0.204
026 026 -48.332    -47.960     -0.372
026 027 -50.947    -50.701     -0.246
026 028 -56.255    -56.382      0.127
026 029 -57.481    -57.206     -0.275
026 030 -60.607    -60.514     -0.093
026 031 -60.182    -59.794     -0.388
026 032 -62.155    -61.798     -0.357
026 033 -60.665    -60.171     -0.494
026 034 -61.413    -61.140     -0.273
026 035 -58.921    -58.849     -0.072
026 036 -58.878    -59.034      0.156
026 037 -55.636    -56.223      0.587
026 038 -54.970    -55.291      0.321
026 039 -51.218    -51.470      0.252
026 040 -50.068    -49.846     -0.222
026 041 -45.708    -45.045     -0.663
027 023 -17.589    -18.984      1.395
027 024 -27.342    -26.937     -0.405
027 025 -34.344    -34.243     -0.101
027 026 -42.659    -42.056     -0.603
027 027 -48.010    -47.666     -0.344
027 028 -54.030    -53.828     -0.202
027 029 -56.041    -55.780     -0.261
027 030 -59.346    -59.260     -0.086
027 031 -59.847    -59.862      0.015
027 032 -62.230    -62.043     -0.187
027 033 -61.650    -61.520     -0.130
027 034 -62.898    -62.966      0.068
027 035 -61.424    -61.577      0.153
027 036 -61.852    -62.265      0.413
027 037 -59.792    -60.051      0.259
027 038 -59.185    -59.399      0.214
027 039 -56.409    -56.278     -0.131
027 040 -55.322    -55.178     -0.144
027 041 -51.643    -51.762      0.119
027 042 -50.385    -50.202     -0.183
027 043 -46.525    -46.343     -0.182
027 044 -44.370    -44.772      0.402
028 024 -22.560    -22.497     -0.063
028 025 -29.631    -31.343      1.712
028 026 -39.278    -39.129     -0.149
028 027 -45.336    -45.481      0.145
028 028 -53.908    -53.590     -0.318
028 029 -56.084    -56.072     -0.012
028 030 -60.229    -60.358      0.129
028 031 -61.157    -61.458      0.301
028 032 -64.473    -64.569      0.096
028 033 -64.222    -64.361      0.139
028 034 -66.746    -66.588     -0.158
028 035 -65.513    -65.348     -0.165
028 036 -67.099    -67.208      0.109
028 037 -65.126    -65.160      0.034
028 038 -66.006    -66.446      0.440
028 039 -63.743    -63.623     -0.120
028 040 -63.464    -63.348     -0.116
028 041 -59.979    -59.738     -0.241
028 042 -59.214    -59.059     -0.155
028 043 -55.406    -55.226     -0.180
028 044 -54.226    -54.343      0.117
028 045 -50.108    -50.062     -0.046
029 026 -31.635    -32.036      0.401
029 027 -38.630    -38.814      0.184
029 028 -47.309    -47.149     -0.160
029 029 -51.668    -51.407     -0.261
029 030 -56.358    -56.579      0.221
029 031 -58.345    -58.416      0.071
029 032 -61.984    -62.247      0.263
029 033 -62.788    -62.732     -0.056
029 034 -65.580    -65.574     -0.006
029 035 -65.424    -65.256     -0.168
029 036 -67.264    -67.104     -0.160
029 037 -66.258    -65.817     -0.441
029 038 -67.320    -67.200     -0.120
029 039 -65.567    -65.422     -0.145
029 040 -65.736    -66.078      0.342
029 041 -62.976    -63.449      0.473
029 042 -62.711    -63.188      0.477
029 043 -59.783    -59.776     -0.007
029 044 -58.987    -59.318      0.331
029 045 -56.006    -55.598     -0.408
029 046 -54.470    -54.518      0.048
029 047 -50.982    -50.875     -0.107
029 048 -48.863    -48.659     -0.204
029 049 -44.789    -45.335      0.546
029 050 -42.408    -43.599      1.191
030 028 -42.299    -42.338      0.039
030 029 -47.216    -47.249      0.033
030 030 -54.174    -54.086     -0.088
030 031 -56.349    -56.665      0.316
030 032 -61.168    -61.333      0.165
030 033 -62.213    -62.762      0.549
030 034 -66.004    -65.926     -0.078
030 035 -65.912    -65.735     -0.177
030 036 -68.899    -68.658     -0.241
030 037 -67.880    -67.632     -0.248
030 038 -70.007    -70.104      0.097
030 039 -68.418    -68.558      0.140
030 040 -69.565    -70.334      0.769
030 041 -67.329    -67.545      0.216
030 042 -68.145    -68.471      0.326
030 043 -65.593    -65.377     -0.216
030 044 -65.757    -65.337     -0.420
030 045 -62.559    -62.378     -0.181
030 046 -62.303    -61.824     -0.479
030 047 -58.789    -58.764     -0.025
030 048 -57.483    -57.621      0.138
030 049 -53.432    -53.603      0.171
030 050 -51.649    -51.602     -0.047
030 051 -46.200    -46.131     -0.069
030 052 -42.314    -42.378      0.064
031 030 -47.135    -47.153      0.018
031 031 -51.987    -51.402     -0.585
031 032 -56.547    -56.431     -0.116
031 033 -58.833    -58.876      0.043
031 034 -62.657    -62.659      0.002
031 035 -63.724    -63.547     -0.177
031 036 -66.879    -66.680     -0.199
031 037 -67.086    -66.670     -0.416
031 038 -69.328    -69.165     -0.163
031 039 -68.910    -68.774     -0.136
031 040 -70.139    -70.201      0.062
031 041 -68.588    -68.841      0.253
031 042 -69.699    -69.865      0.166
031 043 -68.050    -67.950     -0.100
031 044 -68.461    -68.220     -0.241
031 045 -66.297    -65.961     -0.336
031 046 -65.992    -65.766     -0.226
031 047 -63.704    -63.012     -0.692
031 048 -62.548    -62.395     -0.153
031 049 -59.224    -59.240      0.016
031 050 -57.628    -57.829      0.201
031 051 -52.931    -52.604     -0.327
031 052 -49.257    -48.530     -0.727
031 053 -44.094    -44.105      0.011
031 054 -39.744    -39.682     -0.062
032 031 -46.921    -47.113      0.192
032 032 -54.316    -54.372      0.056
032 033 -56.478    -56.299     -0.179
032 034 -61.607    -61.904      0.297
032 035 -62.674    -62.778      0.104
032 036 -66.979    -67.148      0.169
032 037 -67.101    -66.817     -0.284
032 038 -70.562    -70.663      0.101
032 039 -69.907    -69.813     -0.094
032 040 -72.586    -72.647      0.061
032 041 -71.298    -71.264     -0.034
032 042 -73.422    -73.246     -0.176
032 043 -71.857    -71.758     -0.099
032 044 -73.213    -73.210     -0.003
032 045 -71.213    -71.195     -0.018
032 046 -71.862    -71.699     -0.163
032 047 -69.527    -69.341     -0.186
032 048 -69.535    -69.039     -0.496
032 049 -66.292    -66.532      0.240
032 050 -65.415    -65.414     -0.001
032 051 -60.976    -60.780     -0.196
032 052 -58.148    -57.902     -0.246
032 053 -53.123    -52.709     -0.414
032 054 -49.400    -49.141     -0.259
033 032 -46.937    -47.047      0.110
033 033 -52.025    -51.956     -0.069
033 034 -56.587    -56.309     -0.278
033 035 -58.895    -58.872     -0.023
033 036 -63.112    -62.958     -0.154
033 037 -64.334    -64.122     -0.212
033 038 -67.893    -67.644     -0.249
033 039 -68.230    -68.287      0.057
033 040 -70.953    -70.906     -0.047
033 041 -70.860    -70.920      0.060
033 042 -73.034    -72.911     -0.123
033 043 -72.291    -72.003     -0.288
033 044 -73.916    -73.869     -0.047
033 045 -72.817    -72.629     -0.188
033 046 -73.636    -73.610     -0.026
033 047 -72.215    -71.954     -0.261
033 048 -72.533    -72.334     -0.199
033 049 -70.105    -70.303      0.198
033 050 -69.669    -69.461     -0.208
033 051 -65.854    -65.626     -0.228
033 052 -63.189    -62.996     -0.193
033 053 -58.962    -58.785     -0.177
033 054 -55.618    -55.106     -0.512
034 033 -46.580    -46.581      0.001
034 034 -54.189    -54.700      0.511
034 035 -56.435    -56.183     -0.252
034 036 -61.930    -61.918     -0.012
034 037 -63.147    -63.212      0.065
034 038 -67.868    -67.843     -0.025
034 039 -68.227    -68.000     -0.227
034 040 -72.213    -72.061     -0.152
034 041 -72.169    -71.857     -0.312
034 042 -75.252    -74.960     -0.292
034 043 -74.600    -74.535     -0.065
034 044 -77.026    -76.875     -0.151
034 045 -75.917    -75.932      0.015
034 046 -77.759    -77.779      0.020
034 047 -76.389    -76.440      0.051
034 048 -77.594    -77.530     -0.064
034 049 -75.341    -75.425      0.084
034 050 -75.948    -75.784     -0.164
034 051 -72.414    -72.341     -0.073
034 052 -70.503    -70.277     -0.226
034 053 -66.426    -66.202     -0.224
034 054 -63.884    -63.756     -0.128
034 055 -58.992    -58.833     -0.159
034 056 -55.800    -55.709     -0.091
034 057 -50.580    -50.560     -0.020
035 034 -46.259    -46.417      0.158
035 035 -51.426    -51.300     -0.126
035 036 -56.502    -56.165     -0.337
035 037 -59.062    -59.133      0.071
035 038 -63.646    -63.565     -0.081
035 039 -65.288    -65.409      0.121
035 040 -69.107    -69.038     -0.069
035 041 -70.289    -70.189     -0.100
035 042 -73.235    -73.105     -0.130
035 043 -73.452    -73.305     -0.147
035 044 -76.068    -76.063     -0.005
035 045 -75.889    -75.850     -0.039
035 046 -77.977    -77.989      0.012
035 047 -77.499    -77.367     -0.132
035 048 -79.014    -78.989     -0.025
035 049 -77.783    -77.810      0.027
035 050 -78.575    -78.513     -0.062
